SITEID,TITLE,lng,lat,Unnamed: 4,接待未成年人,接待未成年人数,身份信息套用,非法信息套用次数
50015110000088,高新****乐部）,106.491044,29.534011,,0,0,0,0
50015110000091,高新****会所）,105.584481,29.40516,,0,0,0,0
50015110000102,高新****费点）,106.483794,29.537535,,0,0,0,0
50015310000002,北部****婷网吧,106.559495,29.669424,,0,0,1,4
50015310000003,北部****嘉网吧,106.59279,29.693158,,0,0,0,0
50015310000004,北部****蓼网吧,106.500336,29.686898,,0,0,1,2
50015310000005,北部****舟网吧,106.585005,29.688565,,0,0,0,0
50015310000006,亚联****会所）,106.575792,29.646292,,0,0,0,0
50015310000007,北部****兴网吧,106.570781,29.654004,,0,0,1,1
50011310000015,巴南****琳网吧,106.55632,29.444841,,0,0,1,2
50011310000016,巴南****馨网吧,106.519118,29.392684,,0,0,0,0
50011310000017,巴南****速网吧,106.531178,29.386607,,0,0,0,0
50011310000018,巴南****木网吧,106.550326,29.472317,,0,0,0,0
50011310000019,巴南****际网吧,106.549804,29.460661,,0,0,0,0
50011310000020,巴南****树网吧,106.568215,29.474735,,0,0,0,0
50011310000021,巴南****林网吧,106.577117,29.488646,,0,0,0,0
50011310000022,巴南****会网吧,106.474546,29.575309,,0,0,1,1
50011310000023,巴南****苑网吧,106.549778,29.469603,,0,0,0,0
50011310000024,巴南****柯网吧,106.554027,29.445559,,0,0,0,0
50011310000025,巴南****锐网吧,106.575418,29.491518,,0,0,1,1
50011310000026,巴南****白网吧,106.535739,29.385268,,0,0,0,0
50011310000027,巴南****乐网吧,106.659304,29.349316,,0,0,0,0
50011310000028,巴南****君网吧,106.56994,29.48113,,0,0,0,0
50011310000029,巴南****府网吧,106.542327,29.472205,,0,0,1,12
50011310000030,巴南****秀网吧,106.526692,29.38549,,0,0,0,0
50011310000032,巴南****橙网吧,106.612455,29.394541,,0,0,0,0
50011310000033,巴南****浩网吧,106.577117,29.488646,,0,0,0,0
50011310000034,巴南****着网吧,106.547477,29.45207,,0,0,0,0
50011310000036,巴南****韵网吧,106.465901,29.564483,,0,0,0,0
50011310000037,巴南****蓝网吧,106.614822,29.39053,,0,0,0,0
50011310000038,巴南****角网吧,106.623483,29.451991,,0,0,0,0
50011310000039,巴南****阁网吧,106.573439,29.286959,,0,0,0,0
50011310000040,巴南****俊网吧,106.505202,29.387097,,0,0,0,0
50011310000041,巴南****人网吧,106.758274,29.378028,,0,0,0,0
50011310000042,巴南****游网吧,106.546151,29.471944,,0,0,1,20
50011310000043,巴南****维网吧,106.526003,29.391679,,0,0,0,0
50011310000044,巴南****网网吧,106.511241,29.391755,,0,0,0,0
50011310000045,巴南****顺网吧,106.518073,29.391888,,0,0,0,0
50011310000047,巴南****择网吧,106.523806,29.390304,,0,0,0,0
50011310000048,巴南****瑞网吧,106.551283,29.470983,,0,0,1,5
50011310000049,巴南****飚网吧,106.525854,29.387491,,0,0,0,0
50011510000029,长寿****光网吧,107.096759,29.858825,,0,0,0,0
50011510000034,长寿****莱网吧,107.072818,29.83063,,0,0,0,0
50011510000035,长寿****络会所,107.09173,29.863142,,0,0,0,0
50010110000002,万州****篱网吧,106.464396,29.494215,,0,0,0,0
50010110000003,万州****网吧 ,108.384069,30.832581,,1,2,0,0
50010110000004,万州****A城）,108.450365,30.770759,,1,20,0,0
50010110000005,万州****网吧）,108.371715,30.820294,,1,70,0,0
50010110000006,万州****昆网吧,108.413439,30.710054,,0,0,0,0
50010110000007,万州****潮网吧,108.398586,30.789703,,0,0,0,0
50010110000008,万州****云网吧,108.36863,30.829277,,1,34,0,0
50010110000009,万州****虹桥),,,,0,0,0,0
50010110000010,万州****限网吧,108.391527,30.804756,,1,2,1,104
50011510000069,长寿****航网吧,107.077465,29.836251,,0,0,0,0
50011510000070,长寿****道网吧,107.07449,29.83764,,0,0,0,0
50011510000071,长寿****岸网吧,107.079595,29.836185,,0,0,1,1
50011510000072,长寿****友网吧,107.025755,29.80596,,0,0,0,0
50011510000073,长寿****围网吧,107.071951,29.813109,,0,0,0,0
50011510000074,长寿****兵网吧,107.093609,29.862697,,0,0,0,0
50011510000076,长寿****齐网吧,106.854453,29.857708,,0,0,0,0
50011510000077,长寿****鹰网吧,107.081382,29.837146,,0,0,0,0
50011110000011,重庆****帆网吧,105.801055,29.497205,,0,0,0,0
50011110000012,重庆****秀网吧,105.801753,29.495607,,0,0,0,0
50011110000017,重庆****兰网吧,105.80399,29.501011,,0,0,0,0
50011110000018,重庆****辉网吧,105.775648,29.491541,,0,0,0,0
50011110000020,重庆****浪网吧,105.77389,29.492805,,0,0,0,0
50011110000021,重庆****子网吧,105.776824,29.493877,,0,0,0,0
50011110000022,重庆****鼎网吧,105.781176,29.49319,,0,0,0,0
50011410000001,黔江****线网吧,108.795192,29.531338,,0,0,0,0
50011410000002,黔江****太网吧,108.801952,29.527531,,0,0,0,0
50011410000003,黔江****林网吧,108.795192,29.531338,,0,0,0,0
50011410000004,黔江****吧三店,108.780113,29.536504,,0,0,0,0
50011410000005,黔江****浪网吧,108.795192,29.531338,,0,0,0,0
50011410000006,黔江****吧一店,108.789093,29.531995,,0,0,0,0
50011410000007,黔江****友网吧,108.795192,29.531338,,0,0,0,0
50011410000008,黔江****场店),108.795053,29.528886,,0,0,0,0
50011410000009,黔江****忆网吧,108.790952,29.533245,,0,0,0,0
50011410000010,黔江****腾网吧,108.792979,29.530221,,0,0,0,0
50023710000013,巫山****喜网吧,109.886831,31.081118,,0,0,0,0
50023710000014,巫山****空网吧,109.733112,31.227247,,0,0,0,0
50023710000015,巫山****缘网吧,109.886769,31.081464,,0,0,0,0
50023710000016,巫山****州网吧,109.886831,31.081118,,0,0,0,0
50023710000018,巫山****兴网吧,109.893152,31.082029,,0,0,0,0
50023710000019,巫山****源网吧,109.719068,31.224691,,0,0,0,0
50023710000020,巫山****约网吧,109.904164,31.098926,,0,0,0,0
50023710000021,巫山****人网吧,109.737123,30.857543,,0,0,0,0
50023710000022,巫山****扬网吧,109.892197,31.091557,,0,0,0,0
50023710000023,巫山****亿网吧,109.883028,31.083597,,0,0,0,0
50023710000025,巫山****奇网吧,109.887876,31.080794,,0,0,0,0
50023710000026,巫山****天网吧,109.886914,31.08438,,0,0,0,0
50023710000027,巫山****龙网吧,110.094231,31.207349,,0,0,0,0
50023710000028,巫山****通网吧,109.888723,31.082258,,0,0,0,0
50023710000029,巫山****龙网吧,109.661195,30.869045,,0,0,0,0
50023710000030,巫山****岛网吧,109.886013,31.080406,,0,0,0,0
50023710000031,巫山****越网吧,109.888282,31.080714,,0,0,0,0
50023710000032,巫山****英网吧,109.889938,31.082677,,0,0,0,0
50023710000033,巫山****网吧）,109.887178,31.080313,,0,0,0,0
50023710000034,巫山****品网吧,109.885693,31.078771,,0,0,0,0
50023710000035,巫山****龙网吧,110.106003,31.135383,,0,0,0,0
50023710000036,巫山****缘网吧,109.741965,30.937179,,0,0,0,0
50010210000079,重庆****缘网吧,107.409943,29.709241,,1,161,0,0
50010210000080,重庆****缘网吧,107.426701,29.703651,,0,0,0,0
50010210000082,重庆****恋网吧,107.153997,29.712296,,0,0,0,0
50010210000084,重庆****豪网吧,107.263019,29.765168,,0,0,0,0
50010210000085,重庆****番网吧,107.410648,29.701136,,0,0,0,0
50010210000086,重庆****娱网吧,107.205075,29.665856,,1,5,0,0
50010210000087,重庆****政网吧,107.409332,29.695421,,1,27,0,0
50010210000088,重庆****大网吧,107.412764,29.697754,,1,6,0,0
50010210000089,重庆****红网吧,107.402649,29.709835,,0,0,0,0
50010210000090,重庆****卢网吧,107.390032,29.712197,,1,21,0,0
50010210000091,重庆****冬网吧,107.399992,29.709963,,1,36,1,15
50010210000092,重庆****力网吧,107.09029,29.854153,,0,0,0,0
50010210000094,重庆****起网吧,107.409838,29.703749,,1,9,0,0
50010210000096,重庆****线网吧,107.264531,29.764161,,0,0,1,7
50010210000097,重庆****笛网吧,107.399773,29.709812,,0,0,0,0
50010210000098,重庆****狐网吧,107.390786,29.711609,,0,0,0,0
50010210000099,重庆****光网吧,107.40268,29.706491,,0,0,0,0
50010210000100,重庆****空网吧,107.392563,29.706561,,0,0,0,0
50011010000001,重庆****通网吧,106.93433,28.956449,,0,0,0,0
50011010000003,重庆****苗网吧,106.932348,28.953107,,1,1,0,0
50011010000004,重庆****华网吧,106.828968,28.927803,,0,0,0,0
50011010000006,重庆****城网吧,106.935805,28.964359,,1,19,0,0
50011010000007,重庆****游网吧,106.890496,28.949914,,0,0,0,0
50011010000009,重庆****心网吧,106.932106,28.9551,,0,0,0,0
50011010000010,重庆****剑网吧,106.932557,28.966596,,0,0,0,0
50011010000011,重庆****逸网吧,106.939874,28.950776,,0,0,0,0
50011010000012,重庆****梅网吧,106.84667,28.869577,,0,0,0,0
50011010000013,重庆****三网吧,106.889191,28.948494,,0,0,0,0
50099910000006,智多****测试),,,,0,0,0,0
50011010000015,重庆****星网吧,106.933681,28.962879,,0,0,0,0
50011010000016,重庆****静网吧,106.936968,28.961469,,1,1,0,0
50011010000017,重庆****网城),106.936486,28.957106,,0,0,0,0
50011010000020,重庆****兰网吧,106.931089,28.967182,,0,0,0,0
50011010000021,重庆****来网吧,106.923721,28.916489,,1,35,0,0
50011010000023,重庆****珠网吧,106.82041,28.821642,,0,0,0,0
50011010000024,重庆****云网吧,106.889211,28.950105,,0,0,0,0
50011010000025,重庆****安网吧,106.939157,28.95077,,0,0,0,0
50011010000028,重庆****秋网吧,106.788929,28.837951,,0,0,0,0
50011010000029,重庆****旭网吧,106.93462,28.959037,,1,38,0,0
50011010000031,重庆****创网吧,106.931089,28.967182,,0,0,0,0
50023810000014,巫溪****谐网吧,109.454833,31.334239,,0,0,0,0
50023810000015,巫溪****网络）,108.906307,31.438331,,0,0,0,0
50023810000017,巫溪****网城）,109.624016,31.397786,,0,0,0,0
50023810000018,巫溪****空网吧,109.527686,31.404599,,0,0,0,0
50023810000019,巫溪****络会所,109.625602,31.398388,,0,0,0,0
50023810000020,巫溪****越网吧,109.494373,31.322965,,0,0,0,0
50023810000030,凤凰****络会所,109.527686,31.404599,,0,0,0,0
50023810000036,巫溪****远网吧,109.627286,31.396864,,0,0,0,0
50024010000001,石柱****山网吧,108.121469,30.002333,,0,0,0,0
50024010000002,石柱****心网吧,108.12285,29.995137,,0,0,0,0
50024010000003,石柱****云网吧,108.134232,29.99976,,0,0,1,1
50024010000004,石柱****字网吧,108.12355,30.005641,,0,0,0,0
50024010000005,石柱****远网吧,108.117375,30.006673,,0,0,0,0
50024010000006,石柱****情深）,108.118201,29.999393,,0,0,0,0
50024010000007,石柱****网吧),108.30489,30.099637,,0,0,0,0
50024010000008,石柱****越网吧,106.508537,29.788827,,0,0,0,0
50024010000009,石柱****常网吧,108.206335,30.429489,,0,0,1,1
50024010000010,石柱****桐网吧,108.12285,29.995137,,0,0,0,0
50024010000011,石柱****恒网吧,108.400029,30.248301,,0,0,0,0
50024010000012,石柱****天网吧,108.229161,30.417776,,0,0,0,0
50024010000013,石柱****运网吧,108.220896,30.405369,,0,0,0,0
50024010000014,石柱****兴网吧,108.220896,30.405369,,0,0,0,0
50024010000015,石柱****语网吧,108.063046,29.939167,,0,0,0,0
50024110000001,秀山****网吧）,108.889717,28.526868,,0,0,0,0
50024110000002,秀山****网吧）,108.999317,28.450123,,0,0,0,0
50024110000003,秀山****网吧）,109.011264,28.450394,,0,0,0,0
50024210000022,酉阳****居网吧,108.775807,28.850708,,0,0,0,0
50024210000023,酉阳****热网吧,108.773882,28.861544,,0,0,0,0
50024210000011,酉阳****络会所,108.59949,28.734957,,0,0,0,0
50024210000025,酉阳****潮网吧,108.782492,28.856721,,0,0,0,0
50024210000026,酉阳****络会所,108.775258,28.846984,,0,0,0,0
50024210000027,酉阳****光网吧,108.773882,28.861544,,0,0,0,0
50024210000028,酉阳****络会所,108.908922,28.551102,,0,0,0,0
50022510000009,重庆****顺网吧,105.771859,29.567287,,0,0,0,0
50024210000030,酉阳****闲网吧,108.820463,28.752601,,0,0,0,0
50024210000035,酉阳****络会所,108.777258,28.854602,,0,0,0,0
50024210000036,酉阳****络会所,108.979877,28.767145,,0,0,0,0
50024210000039,酉阳****络会所,108.972821,28.767484,,0,0,0,0
50024210000041,酉阳****缘网吧,108.969308,28.786409,,0,0,0,0
50023510000047,云阳****闲会所,108.708215,30.946022,,1,6,0,0
50023610000002,奉节****线网吧,109.387707,31.03213,,1,38,0,0
50023610000003,奉节****哥网城,109.472129,31.025764,,1,54,0,0
50023610000004,奉节****语网吧,109.31576,30.918495,,0,0,0,0
50023610000005,奉节****光网吧,109.456334,30.662406,,0,0,0,0
50023610000006,奉节****来网吧,109.4728,31.027992,,1,40,0,0
50023610000007,奉节****丫网吧,109.466574,31.025882,,1,3,0,0
50023610000008,奉节****)网吧,109.511572,31.042147,,0,0,0,0
50023610000010,奉节****洲网吧,109.359889,31.166767,,0,0,0,0
50023610000011,奉节****俱乐部,109.473815,31.028225,,1,2,0,0
50023610000012,奉节****乐网吧,106.524153,29.514934,,0,0,0,0
50023610000013,奉节****）网吧,109.476341,31.026758,,1,1,0,0
50023610000014,奉节****乐网吧,109.473815,31.028225,,1,3,0,0
50023610000015,奉节****浪网吧,109.469671,31.022305,,1,1,0,0
50023610000016,奉节****林网吧,109.469671,31.022305,,0,0,0,0
50023610000017,奉节****乐网吧,109.445196,31.112613,,0,0,0,0
50023610000018,奉节****儿网吧,109.479885,31.026976,,1,34,1,5
50023610000019,奉节****林网吧,109.473523,31.02883,,1,34,0,0
50023610000020,奉节****王网吧,109.635202,31.094116,,0,0,0,0
50023610000021,奉节****洋网吧,109.472569,31.0277,,1,8,0,0
50099910008888,智多****多测试,,,,0,0,0,0
50024210000032,酉阳****亚网咖,108.77523,28.848774,,0,0,0,0
50023610000024,奉节****腾网吧,109.556092,31.049987,,1,1,0,0
50023610000025,奉节****）网吧,109.466561,31.02796,,0,0,0,0
50023610000027,奉节****斯网吧,109.560897,31.049221,,0,0,0,0
50023610000028,奉节****空网吧,109.473523,31.02883,,1,3,0,0
50023610000029,奉节****潮网吧,109.480859,30.908215,,0,0,0,0
50023610000030,奉节****蓉网吧,109.477471,31.029902,,0,0,0,0
50023610000031,奉节****615,109.482156,31.026544,,0,0,0,0
50010610009055,沙坪****街网吧,106.488439,29.547669,,0,0,0,0
50023610000033,奉节****辉网吧,109.466091,31.025431,,1,46,0,0
50023610000034,奉节****梦网吧,109.387707,31.03213,,0,0,1,1
50023610000035,奉节****骋网吧,109.469671,31.022305,,1,3,0,0
50023610000036,奉节****鹄网吧,109.466322,31.027116,,1,4,1,1
50023610000038,奉节****）网吧,109.209372,31.130958,,1,3,0,0
50023610000039,奉节****宏网吧,109.555663,31.05022,,0,0,0,0
50023610000041,奉节****点网吧,109.471779,31.022907,,1,15,0,0
50023610000042,奉节****浪网吧,109.209532,31.130987,,0,0,0,0
50023610000043,奉节****友网吧,109.399557,31.030913,,0,0,0,0
50023610000044,奉节****鹏网吧,109.470416,31.022757,,0,0,0,0
50023610000045,奉节****)网吧,109.264507,31.306139,,0,0,0,0
50023610000046,奉节****进网吧,109.464686,31.030481,,0,0,0,0
50023610000047,奉节****球网城,109.471118,31.02599,,1,67,1,1
50023610000048,奉节****帝网吧,109.599788,31.064019,,1,14,0,0
50023610000049,奉节****）网吧,109.473523,31.02883,,1,1,1,2
50023610000052,奉节****哥网吧,109.445196,31.112613,,0,0,0,0
50023610000053,奉节****来网吧,109.122367,31.241217,,0,0,0,0
50023610000054,奉节****)网城,109.466322,31.027116,,1,1,0,0
50023610000055,奉节****网网吧,109.381495,31.030192,,0,0,0,0
50023610000056,奉节****坛网吧,109.188426,30.895645,,1,5,0,0
50023610000059,奉节****龙网吧,109.209532,31.130987,,0,0,1,8
50023610000061,奉节****和网吧,109.47869,31.025104,,1,2,0,0
50023610000062,奉节****民网吧,109.355667,30.958553,,0,0,0,0
50023610000063,奉节****会所）,109.355667,30.958553,,0,0,0,0
50023610000064,奉节****玉网吧,109.168938,30.718041,,0,0,0,0
50023610000066,奉节****正网吧,109.168938,30.718041,,0,0,1,1
50023610000068,奉节****空网吧,109.475404,31.026418,,0,0,0,0
50023610000088,奉节****人网吧,109.469671,31.022305,,1,1,0,0
50023710000001,巫山****越网吧,109.733112,31.227247,,0,0,0,0
50023710000002,巫山****河网吧,110.047258,30.938914,,0,0,0,0
50023710000003,巫山****月网吧,109.661195,30.869045,,0,0,0,0
50023710000004,巫山****谷网吧,109.886831,31.081118,,0,0,0,0
50023710000005,巫山****通网吧,109.886831,31.081118,,0,0,0,0
50023710000006,巫山****新网吧,109.885693,31.078771,,0,0,0,0
50023710000007,巫山****迹网吧,109.887178,31.080313,,0,0,0,0
50023710000008,巫山****晶网吧,109.904229,31.098991,,0,0,0,0
50023710000010,巫山****典网吧,109.872797,31.081013,,0,0,0,0
50023710000011,巫山****市网吧,109.661195,30.869045,,0,0,0,0
50023710000012,巫山****点网吧,109.886831,31.081118,,0,0,0,0
50023410000016,开县****蚁网吧,108.416661,31.172267,,0,0,0,0
50023410000017,开县****深网吧,108.479353,31.418198,,0,0,0,0
50023410000018,开县****网吧),108.403407,31.176204,,0,0,0,0
50023410000019,开县****红网吧,108.430571,31.09397,,0,0,0,0
50023410000020,开县****络驿站,108.419111,31.17946,,0,0,0,0
50023410000021,开县****络会所,106.553728,29.564986,,0,0,1,6
50023410000022,开县****下网吧,108.386637,31.169003,,0,0,0,0
50023410000023,开县****络会所,108.405624,31.176685,,0,0,0,0
50023410000024,开县****林网吧,108.420423,31.172581,,0,0,0,0
50023410000025,开县****帝网城,108.406205,31.175735,,0,0,0,0
50023410000026,开县****翔网吧,108.422738,31.175598,,0,0,0,0
50023410000027,开县****河网城,108.416913,31.17338,,0,0,0,0
50023410000028,开县****众网吧,108.410152,31.178762,,0,0,0,0
50023410000029,开县****都网吧,108.434558,31.088633,,0,0,0,0
50023410000030,开县****络驿站,108.399416,31.169925,,0,0,0,0
50023410000031,开县****络会所,108.425992,31.192891,,0,0,0,0
50023410000032,开县****络会所,108.398039,31.171898,,0,0,0,0
50023410000033,开县****游网吧,108.317346,31.00449,,0,0,0,0
50023410000034,开县****州网城,108.407348,31.173798,,0,0,0,0
50023410000035,开县****缘网吧,108.227808,31.106165,,0,0,0,0
50023410000036,开县****园网吧,108.232497,31.106867,,0,0,0,0
50023410000037,开县****怡网吧,108.387183,31.166627,,0,0,0,0
50023410000038,开县****智网吧,108.178635,30.91644,,0,0,0,0
50023410000039,开县****友网吧,108.306312,31.34941,,0,0,0,0
50023410000040,开县****络驿站,108.410844,31.177003,,0,0,0,0
50023410000041,开县****圣网吧,108.466574,31.273981,,0,0,0,0
50023410000042,开县****络会所,108.411757,31.17559,,0,0,0,0
50023410000043,开县****空网城,108.406019,31.172868,,0,0,0,0
50023410000044,开县****亮网吧,108.142642,31.045469,,0,0,0,0
50023410000045,开县****鹰网吧,108.144109,31.180584,,0,0,0,0
50023410000046,开县****章网城,108.420039,31.177898,,0,0,1,1
50023410000047,开县****语网吧,108.527485,31.369928,,0,0,0,0
50023410000048,开县****威网吧,108.408014,31.174784,,0,0,0,0
50023410000049,开县****都网络,108.406019,31.172868,,0,0,0,0
50023410000051,开县****络会所,108.399416,31.169925,,0,0,0,0
50023410000052,开县****新网吧,108.131499,31.042715,,0,0,0,0
50023410000053,开县****点网吧,108.178635,30.91644,,0,0,0,0
50023410000054,开县****觉网吧,108.232497,31.106867,,0,0,0,0
50023410000055, 开****代网吧,108.398039,31.171898,,0,0,0,0
50023410000056,开县****代网吧,108.141305,31.182465,,0,0,0,0
50023410000058,开县****络会所,108.423273,31.174454,,0,0,0,0
50023410000059,开县****洋网吧,108.490966,31.299921,,0,0,0,0
50023410000060,开县****络会所,108.38926,31.277101,,0,0,0,0
50023410000061, 开****弟网吧,108.474019,31.269654,,0,0,0,0
50023410000062,开县****络会所,108.098074,31.087697,,0,0,0,0
50023410000063,开县****风网吧,108.531477,31.373445,,0,0,0,0
50023410000064, 开****友网吧,108.534156,31.372755,,0,0,0,0
50023410000065,开县****络会所,108.38926,31.277101,,0,0,0,0
50023410000066,开县****络驿站,108.385527,31.164544,,0,0,0,0
50023410000067,开县****知网吧,108.451767,31.513256,,0,0,0,0
50023410000068,开县****旗舰店,108.416661,31.172267,,0,0,0,0
50023410000069,开县****络会所,108.378197,31.16599,,0,0,0,0
50023410000070,开县****鸟网吧,108.232497,31.106867,,0,0,0,0
50023410000071,开县****星网吧,108.493151,31.298713,,0,0,0,0
50023410000072,开县****橙网吧,108.317346,31.00449,,0,0,0,0
50023510000001,云阳****汇网吧,108.704301,30.935014,,1,2,0,0
50023510000002,云阳****通网吧,108.692919,30.943214,,1,22,0,0
50023510000003,云阳****缘网吧,108.877858,30.809711,,1,1,0,0
50023510000004,云阳****卓网吧,108.716771,30.92739,,1,42,0,0
50023510000005,云阳****心网吧,108.710927,30.934629,,1,13,0,0
50023510000006,云阳****春雅园,108.943631,31.162626,,0,0,0,0
50023510000007,云阳****闲网吧,108.70671,30.935851,,1,52,0,0
50023510000008,云阳****络会所,108.691031,30.947,,0,0,0,0
50023510000009,云阳****动网吧,108.715983,30.927924,,0,0,0,0
50023510000010,云阳****青网吧,108.701053,30.938195,,1,27,0,0
50023510000011,云阳****闲会所,108.863186,31.042409,,0,0,0,0
50023510000012,云阳****闲会所,108.722512,30.927094,,1,13,1,1
50023510000013,云阳****网吧 ,108.709259,30.935958,,1,4,0,0
50023510000014,云阳****藤网吧,108.693378,30.942614,,1,48,0,0
50023510000015,云阳****群网吧,108.696568,30.941762,,1,1,0,0
50023510000016,云阳****谷网吧,108.705143,30.935029,,0,0,0,0
50023510000019,云阳****风网吧,108.701703,30.940342,,0,0,0,0
50023510000020,云阳****星网吧,108.864066,31.13357,,0,0,0,0
50023510000021,云阳****强网吧,108.7185,30.928611,,0,0,0,0
50023510000022,云阳****园网吧,108.718553,30.928587,,0,0,0,0
50023510000023,云阳****络会所,108.725915,30.933241,,1,12,0,0
50023510000024,云阳****深网吧,109.088539,30.945539,,0,0,0,0
50023510000025,云阳****闲会所,108.712898,30.932253,,1,5,0,0
50023510000026,云阳****络会所,108.712472,30.937597,,0,0,0,0
50023510000027,云阳****亮网吧,108.705868,30.937878,,1,6,0,0
50023510000029,云阳****闲会所,108.709773,30.932367,,1,17,0,0
50023510000030,云阳****闲会所,108.692661,30.94398,,1,8,0,0
50023510000031,云阳****缘网吧,108.717899,30.928199,,1,8,0,0
50023510000032,云阳****游网吧,108.714396,30.934698,,1,2,0,0
50023510000033,云阳****雨网吧,108.697024,30.947329,,1,13,0,0
50023510000034,云阳****力网吧,108.721198,30.910404,,0,0,0,0
50023510000035,云阳****约网吧,108.719618,30.911364,,1,6,0,0
50023510000037,云阳****了网吧,108.757755,30.874644,,0,0,0,0
50023510000038,云阳****缘网吧,108.826731,31.121082,,0,0,0,0
50023510000039,云阳****荣网吧,108.803318,31.227846,,1,3,0,0
50023510000040,云阳****发网吧,108.803318,31.227846,,0,0,0,0
50023510000041,云阳****宁网吧,109.032497,30.989363,,0,0,0,0
50023510000042,云阳****君网吧,108.894217,31.339293,,0,0,0,0
50023510000043,云阳****欣网吧,108.985596,31.190672,,0,0,0,0
50023510000044,云阳****众网吧,108.687885,31.101481,,1,79,0,0
50023510000046,云阳****头网吧,108.515747,31.039454,,0,0,0,0
50011110000005,重庆****格网吧,105.770641,29.491991,,0,0,1,14
50011110000006,重庆****乐网吧,105.773822,29.493307,,0,0,0,0
50011110000008,重庆****桐网吧,105.777309,29.492614,,0,0,0,0
50011110000010,重庆****翔网吧,105.776036,29.492694,,0,0,0,0
50011510000037,长寿****雅网吧,107.072818,29.83063,,0,0,0,0
50011510000038,长寿****迪网吧,107.0868,29.844991,,0,0,0,0
50011510000039,长寿****尚网吧,107.076019,29.834686,,0,0,0,0
50011510000041,长寿****宇网吧,107.074279,29.837124,,0,0,0,0
50011510000043,长寿****宾网吧,107.076542,29.834755,,0,0,1,1
50011510000044,长寿****龙网吧,107.07961,29.834559,,0,0,0,0
50011510000045,长寿****岸网吧,107.088364,29.851989,,0,0,0,0
50011510000046,长寿****宇网吧,107.012149,29.827057,,0,0,0,0
50011510000048,长寿****人网吧,107.00916,29.829088,,0,0,0,0
50011510000049,长寿****下网吧,107.081382,29.837146,,0,0,0,0
50011510000050,长寿****兴网吧,107.146615,29.960491,,0,0,1,3
50011510000051,长寿****泰网吧,107.025646,29.805583,,0,0,0,0
50011510000053,长寿****风网吧,107.016077,29.826432,,0,0,0,0
50011510000054,长寿****飞网吧,107.146615,29.960491,,0,0,0,0
50011510000055,长寿****点网吧,107.00622,29.82899,,0,0,0,0
50011510000057,长寿****生网吧,107.02836,29.806114,,0,0,0,0
50011510000059,长寿****胜网吧,107.076908,29.840929,,0,0,0,0
50011510000062,长寿****达网吧,106.964448,30.007162,,0,0,0,0
50011510000065,长寿****网吧 ,107.013306,29.826767,,0,0,0,0
50011510000066,长寿****佳网吧,107.072818,29.83063,,0,0,0,0
50011510000067,长寿****零网吧,107.071951,29.813109,,0,0,0,0
50011410000011,黔江****尚网吧,108.714808,29.440981,,0,0,0,0
50011410000012,黔江****陵网吧,108.626114,29.576521,,0,0,0,0
50011410000013,黔江****山店),108.771648,29.535284,,0,0,0,0
50011410000014,黔江****天网吧,108.788302,29.532964,,0,0,0,0
50011410000015,黔江****胜网吧,108.786976,29.533326,,0,0,0,0
50011410000016,黔江****享网吧,108.793364,29.529687,,0,0,0,0
50011410000017,黔江****珠网吧,108.799431,29.527365,,0,0,0,0
50011410000018,黔江****川网吧,106.568579,29.564653,,0,0,0,0
50011410000019,黔江****吧二店,108.782016,29.536166,,0,0,0,0
50011410000020,黔江****镇网吧,108.780048,29.303597,,0,0,0,0
50011410000021,黔江****舞网吧,108.780048,29.303597,,0,0,0,0
50011410000023,黔江****鹏网吧,108.725384,29.138751,,0,0,0,0
50011410000024,黔江****江网吧,108.725384,29.138751,,0,0,0,0
50011410000025,黔江****城网视,108.789004,29.393579,,0,0,0,0
50011410000026,黔江****阳网吧,108.821124,29.509925,,0,0,0,0
50011410000027,黔江****点网吧,108.714808,29.440981,,0,0,0,0
50011410000028,黔江****鹏网吧,108.838583,29.540196,,0,0,0,0
50011410000029,黔江****畅网吧,108.698112,29.395215,,0,0,0,0
50011410000030,黔江****友网吧,108.673375,29.331908,,0,0,0,0
50011410000031,黔江****逸网吧,108.6117,29.772275,,0,0,0,0
50011410000032,黔江****习网吧,108.837753,29.419157,,0,0,0,0
50011410000033,黔江****家网吧,108.583768,29.499417,,0,0,0,0
50011410000034,黔江****莲网吧,108.714808,29.440981,,0,0,0,0
50011410000035,黔江****达网吧,108.862894,29.287183,,0,0,0,0
50011410000036,黔江****洋网吧,108.838811,29.540364,,0,0,0,0
50011410000037,黔江****创网吧,108.714808,29.440981,,0,0,0,0
50011410000038,黔江****客网吧,108.793157,29.529134,,0,0,1,4
50011410000039,黔江****盛网吧,108.781271,29.305891,,0,0,0,0
50011410000040,黔江****凡网吧,108.554079,29.622591,,0,0,0,0
50011410000041,黔江****吧联盟,108.599969,29.142753,,0,0,0,0
50011410000042,黔江****宇网吧,108.788813,29.538414,,0,0,0,0
50011410000043,黔江****伟网吧,108.789597,29.522929,,0,0,0,0
50011410000044,黔江****汇网吧,108.805162,29.529152,,0,0,0,0
50011410000045,黔江****阳网吧,108.838811,29.540364,,0,0,0,0
50011410000046,黔江****智网吧,108.714808,29.440981,,0,0,0,0
50011410000047,黔江****祥龙店,108.792209,29.529949,,0,0,1,1
50011510000001,长寿****座网吧,106.854453,29.857708,,0,0,0,0
50011510000002,长寿****宇网吧,107.078747,29.840349,,0,0,0,0
50011510000003,长寿****邸网吧,107.08096,29.837023,,0,0,1,3
